id,topic,source,text,replyCount,vaderCatLabel,vaderCat
5ade6193068401528a2aa41e,OpEd,nyt_kaggle,Why Republicans ended up at war with Americas schoolteachers ,1143,high,1.0
5ade5afd068401528a2aa40f,Washington,nyt_kaggle,Minutes before a committee vote  Senator Rand Paul  Republican of Kentucky  bowed to pressure and backed the confirmation of Mike Pompeo to be secretary of state ,85,high,1.0
5ade5764068401528a2aa406,Metro,nyt_kaggle,Buying a cup of coffee leads to a memory of history learned in grade school ,14,low,0.0
5ade43f3068401528a2aa3d6,Metro,nyt_kaggle,The M T A  released a turnaround plan for the failing bus system with a redesign and all door boarding ,28,high,1.0
5ade33d3068401528a2aa3b1,Washington,nyt_kaggle,As Melania Trump oversees preparations to welcome President Emmanuel Macron of France  her advice to her staff before the high profile event is not to worry ,172,high,1.0
5ade301d068401528a2aa3a7,Politics,nyt_kaggle,National Democrats were shocked in  when a Republican presidential nominee carried Wisconsin for the first time since   Now both parties see a key Senate race as a crucial test before  ,146,high,1.0
5ade2db2068401528a2aa3a3,Foreign,nyt_kaggle,The meeting of the two leaders exemplifies a world less constrained by the guardrails of international norms  in which virtually anything can happen ,45,high,1.0
5ade2860068401528a2aa38f,Express,nyt_kaggle,More than a dozen other people were injured in what was one of the worst mass killings in the modern history of Canada  The police said the driver was in custody ,256,high,1.0
5ade1cb8068401528a2aa371,Foreign,nyt_kaggle,Indigenous people are asking why Pope Francis will not be apologizing anytime soon for abuses at Catholic run boarding schools in Canada ,101,high,1.0
5ade101e068401528a2aa344,Washington,nyt_kaggle,As he arrives for the first state visit of Mr  Trumps administration  Mr  Macron  the French president  hopes to persuade the American leader not to scrap the agreement with Tehran ,287,high,1.0
5ade05c2068401528a2aa32c,Dining,nyt_kaggle,A little publicized amendment in the new tax law shows the growing political clout of American spirits producers  particularly the smaller ones ,5,high,1.0
5ade0309068401528a2aa322,Arts&Leisure,nyt_kaggle,The Russo brothers pushed to bring the Avengers series to a close  in a two part extravaganza beginning with Infinity War  and Marvel listened ,75,high,1.0
5ade0308068401528a2aa320,Science,nyt_kaggle,A young soldier whose genitals were destroyed underwent extensive reconstructive surgery that doctors hope to offer to others who were wounded at war ,190,high,1.0
5addfaee068401528a2aa310,Dining,nyt_kaggle,The restaurant chain Mo Bettahs has found success appealing to Utahs dominant religious group  Mormons  who have long had ties to Polynesia ,26,high,1.0
5addf0dc068401528a2aa2f0,BookReview,nyt_kaggle,The sociologist Manuel Pastor explores the rise  fall and rise again of Americas most populous state ,5,high,1.0
5adde6e8068401528a2aa2cb,Culture,nyt_kaggle,Coursing through pop culture  this attitude puts the onus on women to improve their self esteem instead of criticizing societal beauty standards ,452,high,1.0
5addda95068401528a2aa2aa,National,nyt_kaggle,The police said Monday that they had arrested Travis J  Reinking  who has been accused of killing four people at a restaurant early Sunday ,804,high,1.0
5addd18c068401528a2aa292,National,nyt_kaggle,James Shaw Jr  grabbed an AR  from a shooters hands early on Sunday  most likely stopping further bloodshed at a Waffle House outside Nashville ,772,high,1.0
5addaea7068401528a2aa23a,Metro,nyt_kaggle,In an interview  the schools chief talked about where he differs from Mayor de Blasio  his commitment to desegregation and his vision for the system ,16,high,1.0
5addaea4068401528a2aa238,Metro,nyt_kaggle,Monday  How a handful of races could change New York politics  the Supreme Court vs  Martin Luther King Jr   and a celebration of language ,9,high,1.0
5addaea4068401528a2aa239,Well,nyt_kaggle,People dont truly understand what A D H D  is and why a kid whos bright cant just grit his teeth and get it done  a child psychiatrist says ,83,high,1.0
5addaeb3068401528a2aa23b,Well,nyt_kaggle,In the decades since the first genetically modified foods reached the market  no adverse health effects among consumers have been found ,198,high,1.0
5addab21068401528a2aa22f,OpEd,nyt_kaggle,Its a wrap for Nashville  but the city is still deciding what to be ,23,high,1.0
5addab22068401528a2aa230,OpEd,nyt_kaggle,The makers of the HBO series have produced a powerful work of philosophy ,384,high,1.0
5adda79b068401528a2aa22b,Learning,nyt_kaggle,Look closely at this image  stripped of its caption  and join the moderated conversation about what you and other students see ,581,low,0.0
5adda09c068401528a2aa217,Science,nyt_kaggle,When it comes to studying the genetics of the brain  Soo Kyung Lee is a star  yet she was stunned to discover the cause of her daughters devastating disabilities ,116,high,1.0
5adda09b068401528a2aa215,RealEstate,nyt_kaggle,A coffee table doesnt have to be a static object in the center of the living room  with multiple surfaces  it can add function and enliven a space ,8,low,0.0
5adda099068401528a2aa214,Travel,nyt_kaggle,Little has changed on the Scottish island of Islay since its iconic whisky distilleries were profiled in Alfred Barnards famously detailed Victorian era book ,10,low,0.0
5adda094068401528a2aa211,Metro,nyt_kaggle,Subway officials hope ultra wideband radio will help modernize the signal system  but the technology has not been used on a major transit system ,25,low,0.0
5adda093068401528a2aa210,Upshot,nyt_kaggle,A judges ruling on warning labels for coffee isnt backed by evidence and could do more harm than good ,214,high,1.0
5add91e9068401528a2aa1ee,Foreign,nyt_kaggle,The third child of Catherine and Prince William was born Monday morning  weighing  pounds   ounces ,227,high,1.0
5add8477068401528a2aa1d6,Washington,nyt_kaggle,Barack Obama does not plan to take on President Trump directly  but an adviser said the former president would not shrink from confronting the divisive issues around his successor ,195,high,1.0
5add8477068401528a2aa1d5,National,nyt_kaggle,Despite the high stakes and bright lights  the nations statehouse impeachment bar is but a handful of battle tested lawyers  The next test may be in Missouri ,29,high,1.0
5add8224068401528a2aa1d1,Sports,nyt_kaggle,Andrea Barone nearly quit his job as a minor league hockey referee after years of hearing coaches and players use anti gay language during games ,47,high,1.0
5add76db068401528a2aa1b6,Learning,nyt_kaggle,What is the best way to respond to societal pressure to look outwardly happy and friendly ,39,high,1.0
5add56c8068401528a2aa181,Foreign,nyt_kaggle,Europe is outsourcing border management to distant countries  hoping to stop migrants before they cross the Mediterranean  But there may be a high moral cost ,94,high,1.0
5add510f068401528a2aa17d,Foreign,nyt_kaggle,For decades  loudspeakers have blared demoralizing messages and pop songs across the Demilitarized Zone  beckoning North Korean troops to defect ,12,high,1.0
5add4c34068401528a2aa178,Culture,nyt_kaggle,Taylor makes an unexpected connection  Axe  meanwhile  connects the dots ,33,high,1.0
5add41aa068401528a2aa172,Culture,nyt_kaggle,HBOs sweeping sci fi western is back  and the hosts are in open  bloody revolt  How will they manage the practical and moral repercussions ,31,high,1.0
5add3aa6068401528a2aa16b,Culture,nyt_kaggle,J K  Rowlings ever popular boy wizard is all grown up in this enthralling two part play  directed with seamless magic by John Tiffany ,77,low,0.0
5add3aa5068401528a2aa16a,Culture,nyt_kaggle,A French verse craze inspired a  farce and now a comedy in couplets by David Ives ,7,low,0.0
5add2004068401528a2aa14b,Business,nyt_kaggle,Even as private employers have rebounded from the recession  the public sectors ranks have withered  and pay and benefits have lagged ,1075,high,1.0
5add1d6d068401528a2aa149,OpEd,nyt_kaggle,To end the worst stagnation in living standards since the Great Depression  the country needs to be bold ,532,high,1.0
5add197f068401528a2aa147,OpEd,nyt_kaggle,The president demands gratitude  Hes made thank you divisive ,547,high,1.0
5add152e068401528a2aa141,Editorial,nyt_kaggle,The Russia investigation has uncovered shady practices in the interlinked worlds of banking  law and lobbying that have long flourished in the dark ,694,high,1.0
5add13c7068401528a2aa13d,OpEd,nyt_kaggle,America has only ever impeached two presidents  but both remained in office ,734,high,1.0
5add1387068401528a2aa13b,OpEd,nyt_kaggle,Black students  not whites  made the events of that spring so important ,220,high,1.0
5add08b6068401528a2aa12d,Foreign,nyt_kaggle,Muhammad Ayoub    was said to have sneaked away from his mother to join the protests along the Gaza border before being shot dead ,71,high,1.0
5add05e5068401528a2aa128,Games,nyt_kaggle,Lynn Lempel leads off our solving week ,76,low,0.0
5add05e5068401528a2aa129,Metro,nyt_kaggle,A broken lamp goes out with the trash ,14,high,1.0
5adcec5a068401528a2aa10d,Metro,nyt_kaggle,How did two Democrats  whose politics and goals often mesh  allow their onetime friendship to deteriorate to the point of pure contempt ,461,high,1.0
5adcc006068401528a2aa0c2,OpEd,nyt_kaggle,A finger exercise on tariffs  Trump style,88,high,1.0
5adcb974068401528a2aa0b6,Foreign,nyt_kaggle,Beijing fears that a grand deal with the Norths longtime enemies could diminish its influence over Pyongyang  experts said ,83,high,1.0
5adcaffc068401528a2aa0ad,OpEd,nyt_kaggle,Remarks from yesterdays memorial service ,122,high,1.0
5adca0b3068401528a2aa098,Metropolitan,nyt_kaggle,A column on J  Marion Sims drew impassioned responses from readers  several arguing that the doctor has been needlessly vilified by modern observers ,66,high,1.0
5adbd7d3068401528a2a9fd0,Games,nyt_kaggle,Ross Trudeaus puzzle goes quid pro quo ,99,low,0.0
5adb9370068401528a2a9f8c,Washington,nyt_kaggle,Under siege by the presidents allies in the House  Mr  Rosenstein has acceded to some demands  But his allies worry that may expose the Justice Department to political meddling ,417,high,1.0
5adb8334068401528a2a9f74,Editorial,nyt_kaggle,History supplies precedents and lessons for the opioid epidemic raging in America today  but we seem to have largely forgotten both ,313,high,1.0
5adb8331068401528a2a9f70,OpEd,nyt_kaggle,Forget Stormy Daniels  The business records subpoenaed by Robert Mueller might be Donald Trumps greatest legal headache ,478,high,1.0
5adb8330068401528a2a9f6f,OpEd,nyt_kaggle,The United States is losing its influence as its relative power erodes  How should it manage the transition without destabilizing everyone else ,449,high,1.0
5adb8330068401528a2a9f6d,OpEd,nyt_kaggle,A convict in West Virginia  bondage in Missouri and a wacky contest for control of the chamber ,337,high,1.0
5adb8330068401528a2a9f6e,OpEd,nyt_kaggle,The federal government may ignore the environment  but we cant afford to ,45,high,1.0
5adb832f068401528a2a9f6c,OpEd,nyt_kaggle,With the blunt and plain spoken and often funny Barbara Bush  you always knew where you stood ,274,high,1.0
5adb832c068401528a2a9f6b,OpEd,nyt_kaggle,White people who see black people through racisms lens can often count on the police to share their outlook ,299,high,1.0
5adb6007068401528a2a9f44,Games,nyt_kaggle,Mel Taub is back with some head spinners ,20,high,1.0
5adb5fe8068401528a2a9f43,Investigative,nyt_kaggle,The E P A  chief is under scrutiny for high spending and interactions with lobbyists  Many of the pitfalls he has encountered in Washington have echoes in his past ,1145,high,1.0
5adb5363068401528a2a9f2f,Politics,nyt_kaggle,Democratic leaders are intervening aggressively in California  where the states unusual voting system could undercut their chances in crowded congressional races ,166,high,1.0
5adb535d068401528a2a9f2e,Foreign,nyt_kaggle,False rumors set Buddhist against Muslim in Sri Lanka  the most recent in a global spate of violence fanned by social media ,306,high,1.0
5adb43e9068401528a2a9f19,RealEstate,nyt_kaggle,What recourse do residents have if their neighbors decide to rent out their homes through sites like Airbnb and VRBO ,46,high,1.0
5ada9b24068401528a2a9e88,Games,nyt_kaggle,Daniel Nierenberg drops some science on us in this challenging debut ,97,low,0.0
5ada9064068401528a2a9e80,OpEd,nyt_kaggle,Now  all the infants in the Senate arent elected ,237,high,1.0
5ada8fda068401528a2a9e7f,Editorial,nyt_kaggle,Black New Yorkers are  times more likely to die from childbirth related causes than white women  Health officials can do more to save lives ,47,high,1.0
5ada8875068401528a2a9e7c,OpEd,nyt_kaggle,If we can give our newspapers over to gun toting maniacs for days on end  we can spare some attention for this ,253,high,1.0
5ada7dfc068401528a2a9e6c,OpEd,nyt_kaggle,Despite awful weather at the Boston Marathon  women seemed to hold up better than men ,220,high,1.0
5ada7cea068401528a2a9e6b,OpEd,nyt_kaggle,Israel is a safeguard for Jews  not a vanity ,213,high,1.0
5ada4fb1068401528a2a9e05,NewsDesk,nyt_kaggle,Scores of readers  not to mention a few colleagues  contacted our standards desk urgently to point out what they believed was an embarrassing typo ,55,high,1.0
5ada363c068401528a2a9dc8,Culture,nyt_kaggle,While performers who go from show to show embrace the identity  Actors Equity has decided that a ceremony celebrating them needs to be renamed ,203,high,1.0
5ada2dc4068401528a2a9daf,Washington,nyt_kaggle,Roger Stone says Mr  Trump has long treated Mr  Cohen  his lawyer and fixer  like garbage  Now he could end up cooperating in a criminal investigation against Mr  Trump ,1402,high,1.0
5ada1068068401528a2a9d57,Washington,nyt_kaggle,The lawsuit accuses Mr  Trumps associates of illegally working with Russian intelligence agents to interfere with the outcome of the  election ,1207,high,1.0
5ada0fb5068401528a2a9d52,Dining,nyt_kaggle,Pappardelle with fresh from the market garlic shoots  peas and pancetta is a perfect expression of the seasons beginning ,12,high,1.0
5ada0b32068401528a2a9d3d,Washington,nyt_kaggle,Prosecutors recommended charging a New York police officer  but others question whether the case can be won  Mr  Garners gasps of I cant breathe galvanized protesters ,282,high,1.0
5ada0944068401528a2a9d2f,OpEd,nyt_kaggle,Covering Hillary Clintons campaign from before it started to the very last moment ,2329,high,1.0
5ada0827068401528a2a9d29,Washington,nyt_kaggle,The C I A  is making an unusually public push to ensure President Trumps nominee for director  Gina Haspel  is confirmed ,146,high,1.0
5ada04af068401528a2a9d1d,Dining,nyt_kaggle,Each bite of this cake contains a burst of tangy grapefruit ,18,low,0.0
5ad9f268068401528a2a9ceb,RealEstate,nyt_kaggle,The Bjarke Ingels Group has designed towers near the High Line that twist as they rise to maximize views of the city and Hudson River ,56,high,1.0
5ad9efb1068401528a2a9ce1,Business,nyt_kaggle,The fines against the bank settle investigations into its lending practices  They are the biggest bank penalties imposed under the Trump administration ,35,high,1.0
5ad9edcc068401528a2a9cd8,Metro,nyt_kaggle,No one can say exactly why there has not been a murder in a precinct where violence has been too common  and no one knows how long the peace will last ,43,high,1.0
5ad9e70b068401528a2a9cc3,National,nyt_kaggle,Friday  A new Sabbath tradition  outrage over a police killing in a Walmart parking lot  the enigma of Senator Kamala Harris and the NorCal origins of the   code ,5,high,1.0
5ad9e45c068401528a2a9cb9,RealEstate,nyt_kaggle,When a woman becomes ill  one of her first thoughts is to bequeath her rent stabilized apartment to a good friend who needs it ,60,low,0.0
5ad9ba61068401528a2a9c40,Well,nyt_kaggle,Its not always easy to tell if you have heart disease or have had a heart attack ,41,high,1.0
5ad9ba28068401528a2a9c3f,Metro,nyt_kaggle,Friday  A look inside a changing New York institution  weekend events  and Earth Day ,19,low,0.0
5ad9ba24068401528a2a9c3b,Well,nyt_kaggle,You were establishing roots for a suburban life I would never be able to provide ,308,high,1.0
5ad9b881068401528a2a9c35,Washington,nyt_kaggle,The former F B I  director was interviewed for The Daily podcast  Here are five takeaways from the conversation ,42,high,1.0
5ad9b6a9068401528a2a9c31,OpEd,nyt_kaggle,If New Yorks left can keep Andrew Cuomo from striding onto the national stage posing as a progressive  we can send the party a message it needs to hear ,684,high,1.0
5ad9b6a3068401528a2a9c30,OpEd,nyt_kaggle,Campus free speech is threatened on the left as well as the right ,545,high,1.0
5ad9b6a2068401528a2a9c2f,OpEd,nyt_kaggle,Israel has the right to defend its borders  but not to use lethal force against unarmed protesters ,483,high,1.0
5ad9b32e068401528a2a9c25,BookReview,nyt_kaggle,In her new book  Fascism  A Warning  the former secretary of state finds the seeds of authoritarian rule in social  political and economic chaos ,14,high,1.0
5ad9b0eb068401528a2a9c23,Foreign,nyt_kaggle,The announcement by Kim Jong un came less than a week before he meets with the president of South Korea ,495,high,1.0
5ad9ac98068401528a2a9c19,RealEstate,nyt_kaggle,How four families who outgrew their homes made the decision to stay put and make do  or move out and trade up ,38,high,1.0
5ad9ac27068401528a2a9c07,National,nyt_kaggle,Anger at the outsize role played by wealth has ignited a surge in the number of people who identify openly as socialists  even in red states ,474,high,1.0
5ad9ac20068401528a2a9c00,Climate,nyt_kaggle,Powerful conservative lawmakers have begun publicly questioning the E P A  chief and insisting on explanations of his travel and security spending ,120,high,1.0
5ad9ac1f068401528a2a9bff,Foreign,nyt_kaggle,The isolated North is finding ways to cope with tough new penalties  Is the economic pressure enough to get Kim Jong un to give up his weapons ,79,high,1.0
5ad9ac1b068401528a2a9bfc,Metropolitan,nyt_kaggle,With the help of devoted customers  Ram Badan Singh is still selling papers on the same Upper West Side corner where he began  years ago ,21,high,1.0
5ad9a2b2068401528a2a9bde,Well,nyt_kaggle,Some runners use marijuana to provide a mental or physical boost ,57,high,1.0
5ad990a8068401528a2a9bc3,Learning,nyt_kaggle,Are there different rules for what boys and girls can wear in your schools dress code  If so  what are they  How do you feel about them ,116,high,1.0
5ad985f5068401528a2a9ba5,Washington,nyt_kaggle,The memos written by the former F B I  director James B  Comey paint a revealing portrait of his interactions with President Trump ,322,high,1.0
5ad973d8068401528a2a9b7a,Culture,nyt_kaggle,Al has been stagnating on all fronts  but this week he got a wake up call ,9,low,0.0
5ad94d33068401528a2a9b43,Games,nyt_kaggle,Joel Fagliano is someone we can count on ,147,low,0.0
5ad94cea068401528a2a9b41,Washington,nyt_kaggle,The memos  which had been redacted  detail phone calls and encounters between President Trump and James B  Comey  the former F B I  director ,504,high,1.0
5ad94622068401528a2a9b33,Weekend,nyt_kaggle,Lauren Ambrose stars as a newly empowered flower girl in a gorgeous revival that transforms the classic musical into an ur text for the  MeToo moment ,92,high,1.0
5ad93673068401528a2a9b1c,Editorial,nyt_kaggle,With a man in the White House who helped set off a new womens movement  the Equal Rights Amendment has a chance of being ratified ,257,high,1.0
5ad92194068401528a2a9af9,OpEd,nyt_kaggle,Why has Trumps tax cut been such a political fizzle ,589,high,1.0
5ad91e7b068401528a2a9aee,OpEd,nyt_kaggle,From poison to cyberattacks  Moscow has violated countless norms of warfare and sovereignty ,285,high,1.0
5ad9117e068401528a2a9acb,Metro,nyt_kaggle,Going on a creative writing assignment  and bringing dinner home ,8,low,0.0
5ad90ff0068401528a2a9ac6,Metro,nyt_kaggle,Yoselyn Ortegas relatives lied about her experience to get her a job caring for the children she later killed  Some think that should be a crime ,39,high,1.0
5ad90b81068401528a2a9ab9,Washington,nyt_kaggle,Rudolph W  Giuliani  the former New York City mayor and longtime Trump loyalist  will be part of a legal stable as the president faces the Russia investigation ,1383,high,1.0
5ad90a1e068401528a2a9ab4,Business,nyt_kaggle,Tappers debut novel  The Hellfire Club  a historical thriller set in s Washington  has some unsettling parallels to todays political climate ,26,high,1.0
5ad90793068401528a2a9aae,OpEd,nyt_kaggle,Even when Scandal veered into the absurd  I never gave up on its heroine ,46,high,1.0
5ad90285068401528a2a9a98,Learning,nyt_kaggle,Is fashion art  Invite your students to discuss this question after watching this six minute documentary ,16,low,0.0
5ad8fd8b068401528a2a9a86,Business,nyt_kaggle,Two federal regulators are expected to penalize the bank for its alleged misconduct  people familiar with the action said ,497,high,1.0
5ad8fa2b068401528a2a9a77,Sports,nyt_kaggle,Accused of defrauding the Postal Service by doping while under its sponsorship  Armstrong averted a trial next month by agreeing to the settlement ,184,high,1.0
5ad8f68d068401528a2a9a70,Well,nyt_kaggle,An outbreak of infections linked to bagged romaine lettuce has left salad lovers confused  Here are answers to common questions about leafy greens ,251,high,1.0
5ad8eca6068401528a2a9a48,Washington,nyt_kaggle,The Justice Department inspector general concluded in a scathing report that Andrew McCabe  the fired F B I  official  lacked candor when answering investigators questions ,358,high,1.0
5ad8e64d068401528a2a9a33,OpEd,nyt_kaggle,If immunotherapy worked most of the time  this would be an unambiguously happy story  But it doesnt ,233,high,1.0
5ad8c968068401528a2a99ec,Dining,nyt_kaggle,The tiny storefront lists a single entree on its menu  Taiwanese beef noodle soup  a taste of home for some  and a ticket elsewhere for others ,7,high,1.0
5ad8c1b9068401528a2a99c8,Foreign,nyt_kaggle,The autism researcher collaborated with the Third Reich and actively assisted in the killing of disabled children  a new report says ,117,high,1.0
5ad8bd5b068401528a2a99ba,Science,nyt_kaggle,The Bajau  who spend most of their time on the ocean  are among the best divers in the world  Evolution is remaking them  a new study finds ,110,high,1.0
5ad8b6a9068401528a2a99a6,Dining,nyt_kaggle,For the TriBeCa bistro from the duo who made Minetta Tavern popular  unfamiliar names on the wine list are nothing to fear ,20,low,0.0
5ad8b46c068401528a2a999c,Express,nyt_kaggle,Donte Robinson and Rashon Nelson  both   spoke out about their ordeal in interviews  days after their arrests in Philadelphia led to protests ,653,high,1.0
5ad8b369068401528a2a9994,Well,nyt_kaggle,While the Me Too movement has largely focused on adults  sexual harassment can leave deep and lasting scars on children and teens too ,46,high,1.0
5ad8a0ec068401528a2a9948,Arts&Leisure,nyt_kaggle,With the prize Faraday Okoro won at the Tribeca Film Festival came enormous pressure  But he was able to finish his project  Nigerian Prince ,8,low,0.0
5ad89906068401528a2a992d,Foreign,nyt_kaggle,Most expect Cubas new president to be a leader of continuity after Raul Castro  But he also has to figure out how to resuscitate Cubas economy ,128,high,1.0
5ad894e8068401528a2a9921,SundayBusiness,nyt_kaggle,As officials gather for the I M F  and World Bank convene in Washington  worries about trade and debt are building,81,high,1.0
5ad89093068401528a2a990f,NYTNow,nyt_kaggle,Thursday  Governor Brown orders troops to the border  Qualcomm starts to slim down and a grim look at the Bay Area should the Big One hit ,13,high,1.0
5ad87d23068401528a2a98d6,Foreign,nyt_kaggle,North Koreas leader will no longer demand that American troops leave South Korea  the Souths president said  but American officials dismissed the idea that it was a capitulation ,402,high,1.0
5ad87bd5068401528a2a98cf,Learning,nyt_kaggle,Is there too much testing at your school  Why or why not ,65,high,1.0
5ad87bb9068401528a2a98ce,Learning,nyt_kaggle,Have you ever experienced or witnessed a moment of racial bias  If so  what was that like for you ,13,high,1.0
5ad868a6068401528a2a9893,Metro,nyt_kaggle,Thursday  A conversation with Phillip Eng  wet weather  and what to see at the Tribeca Film Festival ,19,high,1.0
5ad868a7068401528a2a9894,Weekend,nyt_kaggle,Ones the U S  poet laureate  The other is the National Ambassador for Young Peoples Literature  Can they bring literature to the masses ,21,high,1.0
5ad868a5068401528a2a9892,Well,nyt_kaggle,While conversations rarely penetrate the bell jar of my self containment  inventive forms of caregiving do ,16,high,1.0
5ad86523068401528a2a9889,OpEd,nyt_kaggle,Allies on Election Day  the two wings of the Democratic Party are growing further estranged in other aspects of their lives ,713,high,1.0
5ad85aa1068401528a2a9874,Arts&Leisure,nyt_kaggle,Mr  Washington  next in The Iceman Cometh on Broadway  and Mr  Jordan  the Black Panther star  discuss their idols  black superheroes and  MeToo ,38,low,0.0
5ad85aa0068401528a2a9872,Travel,nyt_kaggle,The sprawling Nevada wilderness spared by the Trump administration offers desert vistas  petroglyphs and the celebrated City sculpture  Getting there really is part of the fun ,10,high,1.0
5ad85a9d068401528a2a986c,National,nyt_kaggle,Would your relationship stand up to the scrutiny of the American government  Take the test ,160,high,1.0
5ad85a9e068401528a2a986d,National,nyt_kaggle,For decades  marriage to a United States citizen has been a virtual guarantee of legal residency  It isnt anymore under the Trump administration ,463,high,1.0
5ad85a9d068401528a2a986a,Travel,nyt_kaggle,In the Portuguese capital  a weekends worth of seafood feasts  chic rooftop bars  undulating streets and landmarks  both Old World and futuristic ,24,low,0.0
5ad85a9c068401528a2a9869,Magazine,nyt_kaggle,After hiding behind an alter ego for years  the pop star is ready to step into a more authentic self with Dirty Computer ,69,high,1.0
